,,fwd compute,wg compute,ig compute,fwd exposed comm,wg exposed comm,ig exposed comm,fwd total comm,wg total comm,ig total comm,workload finished at,total comp,total exposed comm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_fc_ring_switch.json-3d_fc_ring_switch_themis_scf.txt-100-8 16 8-7 4 1-25 25 50-1,0.920000,1.064000,0.817000,0.000000,0.000000,0.000000,0.000000,55358.592000,0.000000,75563.897000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_switch_switch_switch.json-4d_ring_switch_switch_switch_themis_scf.txt-100-4 4 8 8-2 8 4 1-125 25 25 50-1,0.920000,1.064000,0.817000,0.000000,0.000000,0.000000,0.000000,29472.385000,0.000000,35617.193000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_fc_ring_switch.json-4d_ring_fc_ring_switch_themis_scf.txt-100-4 8 4 8-2 7 6 1-187.5 25 25 100-1,0.920000,1.064000,0.817000,0.000000,0.000000,0.000000,0.000000,21189.821000,0.000000,26758.441000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
layer_256_1_conv2,DDL_themis-Resnet50_DataParallel.txt-2d_switch.json-2d_switch_themis_scf.txt-100-16 64-6 1-25 100-1,1.656000,0.716000,1.656000,0.000000,0.000000,0.000000,0.000000,86818.773000,0.000000,110980.125000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_homo.json-3d_switch_homo_themis_scf.txt-100-16 8 8-4 4 1-25 25 100-1,1.656000,0.716000,1.656000,0.000000,0.000000,0.000000,0.000000,67222.078000,0.000000,79998.355000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_hetero.json-3d_switch_hetero_themis_scf.txt-100-16 8 8-8 4 1-25 25 50-1,1.656000,0.716000,1.656000,0.000000,0.000000,0.000000,0.000000,57962.507000,0.000000,68943.107000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_fc_ring_switch.json-3d_fc_ring_switch_themis_scf.txt-100-8 16 8-7 4 1-25 25 50-1,1.656000,0.716000,1.656000,0.000000,0.000000,0.000000,0.000000,57615.036000,0.000000,75563.897000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_switch_switch_switch.json-4d_ring_switch_switch_switch_themis_scf.txt-100-4 4 8 8-2 8 4 1-125 25 25 50-1,1.656000,0.716000,1.656000,0.000000,0.000000,0.000000,0.000000,31374.973000,0.000000,35617.193000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_fc_ring_switch.json-4d_ring_fc_ring_switch_themis_scf.txt-100-4 8 4 8-2 7 6 1-187.5 25 25 100-1,1.656000,0.716000,1.656000,0.000000,0.000000,0.000000,0.000000,22138.302000,0.000000,26758.441000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
layer_256_1_conv3,DDL_themis-Resnet50_DataParallel.txt-2d_switch.json-2d_switch_themis_scf.txt-100-16 64-6 1-25 100-1,0.736000,0.736000,0.920000,0.000000,0.000000,0.000000,0.000000,80140.818000,0.000000,110980.125000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_homo.json-3d_switch_homo_themis_scf.txt-100-16 8 8-4 4 1-25 25 100-1,0.736000,0.736000,0.920000,0.000000,0.000000,0.000000,0.000000,63717.893000,0.000000,79998.355000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_hetero.json-3d_switch_hetero_themis_scf.txt-100-16 8 8-8 4 1-25 25 50-1,0.736000,0.736000,0.920000,0.000000,0.000000,0.000000,0.000000,54949.951000,0.000000,68943.107000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_fc_ring_switch.json-3d_fc_ring_switch_themis_scf.txt-100-8 16 8-7 4 1-25 25 50-1,0.736000,0.736000,0.920000,0.000000,0.000000,0.000000,0.000000,56348.030000,0.000000,75563.897000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_switch_switch_switch.json-4d_ring_switch_switch_switch_themis_scf.txt-100-4 4 8 8-2 8 4 1-125 25 25 50-1,0.736000,0.736000,0.920000,0.000000,0.000000,0.000000,0.000000,30254.434000,0.000000,35617.193000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_fc_ring_switch.json-4d_ring_fc_ring_switch_themis_scf.txt-100-4 8 4 8-2 7 6 1-187.5 25 25 100-1,0.736000,0.736000,0.920000,0.000000,0.000000,0.000000,0.000000,21605.507000,0.000000,26758.441000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
layer_256_2_conv1,DDL_themis-Resnet50_DataParallel.txt-2d_switch.json-2d_switch_themis_scf.txt-100-16 64-6 1-25 100-1,0.920000,0.383000,0.736000,0.000000,0.000000,0.000000,0.000000,79750.689000,0.000000,110980.125000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_homo.json-3d_switch_homo_themis_scf.txt-100-16 8 8-4 4 1-25 25 100-1,0.920000,0.383000,0.736000,0.000000,0.000000,0.000000,0.000000,63518.832000,0.000000,79998.355000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_hetero.json-3d_switch_hetero_themis_scf.txt-100-16 8 8-8 4 1-25 25 50-1,0.920000,0.383000,0.736000,0.000000,0.000000,0.000000,0.000000,54793.704000,0.000000,68943.107000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_fc_ring_switch.json-3d_fc_ring_switch_themis_scf.txt-100-8 16 8-7 4 1-25 25 50-1,0.920000,0.383000,0.736000,0.000000,0.000000,0.000000,0.000000,56277.739000,0.000000,75563.897000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_switch_switch_switch.json-4d_ring_switch_switch_switch_themis_scf.txt-100-4 4 8 8-2 8 4 1-125 25 25 50-1,0.920000,0.383000,0.736000,0.000000,0.000000,0.000000,0.000000,30177.879000,0.000000,35617.193000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_fc_ring_switch.json-4d_ring_fc_ring_switch_themis_scf.txt-100-4 8 4 8-2 7 6 1-187.5 25 25 100-1,0.920000,0.383000,0.736000,0.000000,0.000000,0.000000,0.000000,21576.266000,0.000000,26758.441000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
layer_256_2_conv2,DDL_themis-Resnet50_DataParallel.txt-2d_switch.json-2d_switch_themis_scf.txt-100-16 64-6 1-25 100-1,1.656000,0.716000,1.656000,0.000000,0.000000,0.000000,0.000000,85986.596000,0.000000,110980.125000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_homo.json-3d_switch_homo_themis_scf.txt-100-16 8 8-4 4 1-25 25 100-1,1.656000,0.716000,1.656000,0.000000,0.000000,0.000000,0.000000,66776.481000,0.000000,79998.355000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_hetero.json-3d_switch_hetero_themis_scf.txt-100-16 8 8-8 4 1-25 25 50-1,1.656000,0.716000,1.656000,0.000000,0.000000,0.000000,0.000000,57581.164000,0.000000,68943.107000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_fc_ring_switch.json-3d_fc_ring_switch_themis_scf.txt-100-8 16 8-7 4 1-25 25 50-1,1.656000,0.716000,1.656000,0.000000,0.000000,0.000000,0.000000,57459.159000,0.000000,75563.897000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_switch_switch_switch.json-4d_ring_switch_switch_switch_themis_scf.txt-100-4 4 8 8-2 8 4 1-125 25 25 50-1,1.656000,0.716000,1.656000,0.000000,0.000000,0.000000,0.000000,31235.842000,0.000000,35617.193000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_fc_ring_switch.json-4d_ring_fc_ring_switch_themis_scf.txt-100-4 8 4 8-2 7 6 1-187.5 25 25 100-1,1.656000,0.716000,1.656000,0.000000,0.000000,0.000000,0.000000,22074.745000,0.000000,26758.441000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
layer_256_2_conv3,DDL_themis-Resnet50_DataParallel.txt-2d_switch.json-2d_switch_themis_scf.txt-100-16 64-6 1-25 100-1,0.736000,0.736000,0.920000,0.000000,0.000000,0.000000,0.000000,79372.583000,0.000000,110980.125000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_homo.json-3d_switch_homo_themis_scf.txt-100-16 8 8-4 4 1-25 25 100-1,0.736000,0.736000,0.920000,0.000000,0.000000,0.000000,0.000000,63322.246000,0.000000,79998.355000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_hetero.json-3d_switch_hetero_themis_scf.txt-100-16 8 8-8 4 1-25 25 50-1,0.736000,0.736000,0.920000,0.000000,0.000000,0.000000,0.000000,54611.280000,0.000000,68943.107000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_fc_ring_switch.json-3d_fc_ring_switch_themis_scf.txt-100-8 16 8-7 4 1-25 25 50-1,0.736000,0.736000,0.920000,0.000000,0.000000,0.000000,0.000000,56209.923000,0.000000,75563.897000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_switch_switch_switch.json-4d_ring_switch_switch_switch_themis_scf.txt-100-4 4 8 8-2 8 4 1-125 25 25 50-1,0.736000,0.736000,0.920000,0.000000,0.000000,0.000000,0.000000,30255.005000,0.000000,35617.193000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_fc_ring_switch.json-4d_ring_fc_ring_switch_themis_scf.txt-100-4 8 4 8-2 7 6 1-187.5 25 25 100-1,0.736000,0.736000,0.920000,0.000000,0.000000,0.000000,0.000000,21549.500000,0.000000,26758.441000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
layer_256_3_conv1,DDL_themis-Resnet50_DataParallel.txt-2d_switch.json-2d_switch_themis_scf.txt-100-16 64-6 1-25 100-1,0.920000,0.383000,0.736000,0.000000,0.000000,0.000000,0.000000,78982.454000,0.000000,110980.125000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_homo.json-3d_switch_homo_themis_scf.txt-100-16 8 8-4 4 1-25 25 100-1,0.920000,0.383000,0.736000,0.000000,0.000000,0.000000,0.000000,63123.185000,0.000000,79998.355000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_hetero.json-3d_switch_hetero_themis_scf.txt-100-16 8 8-8 4 1-25 25 50-1,0.920000,0.383000,0.736000,0.000000,0.000000,0.000000,0.000000,54447.870000,0.000000,68943.107000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_fc_ring_switch.json-3d_fc_ring_switch_themis_scf.txt-100-8 16 8-7 4 1-25 25 50-1,0.920000,0.383000,0.736000,0.000000,0.000000,0.000000,0.000000,56139.632000,0.000000,75563.897000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_switch_switch_switch.json-4d_ring_switch_switch_switch_themis_scf.txt-100-4 4 8 8-2 8 4 1-125 25 25 50-1,0.920000,0.383000,0.736000,0.000000,0.000000,0.000000,0.000000,30054.736000,0.000000,35617.193000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_fc_ring_switch.json-4d_ring_fc_ring_switch_themis_scf.txt-100-4 8 4 8-2 7 6 1-187.5 25 25 100-1,0.920000,0.383000,0.736000,0.000000,0.000000,0.000000,0.000000,21529.433000,0.000000,26758.441000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
layer_256_3_conv2,DDL_themis-Resnet50_DataParallel.txt-2d_switch.json-2d_switch_themis_scf.txt-100-16 64-6 1-25 100-1,1.656000,0.716000,1.656000,0.000000,0.000000,0.000000,0.000000,85132.949000,0.000000,110980.125000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_homo.json-3d_switch_homo_themis_scf.txt-100-16 8 8-4 4 1-25 25 100-1,1.656000,0.716000,1.656000,0.000000,0.000000,0.000000,0.000000,66330.884000,0.000000,79998.355000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_hetero.json-3d_switch_hetero_themis_scf.txt-100-16 8 8-8 4 1-25 25 50-1,1.656000,0.716000,1.656000,0.000000,0.000000,0.000000,0.000000,57232.029000,0.000000,68943.107000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_fc_ring_switch.json-3d_fc_ring_switch_themis_scf.txt-100-8 16 8-7 4 1-25 25 50-1,1.656000,0.716000,1.656000,0.000000,0.000000,0.000000,0.000000,57303.282000,0.000000,75563.897000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_switch_switch_switch.json-4d_ring_switch_switch_switch_themis_scf.txt-100-4 4 8 8-2 8 4 1-125 25 25 50-1,1.656000,0.716000,1.656000,0.000000,0.000000,0.000000,0.000000,31107.017000,0.000000,35617.193000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_fc_ring_switch.json-4d_ring_fc_ring_switch_themis_scf.txt-100-4 8 4 8-2 7 6 1-187.5 25 25 100-1,1.656000,0.716000,1.656000,0.000000,0.000000,0.000000,0.000000,22011.188000,0.000000,26758.441000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
layer_256_3_conv3,DDL_themis-Resnet50_DataParallel.txt-2d_switch.json-2d_switch_themis_scf.txt-100-16 64-6 1-25 100-1,0.736000,0.736000,0.920000,0.000000,0.000000,0.000000,0.000000,80141.576000,0.000000,110980.125000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_homo.json-3d_switch_homo_themis_scf.txt-100-16 8 8-4 4 1-25 25 100-1,0.736000,0.736000,0.920000,0.000000,0.000000,0.000000,0.000000,62926.599000,0.000000,79998.355000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_hetero.json-3d_switch_hetero_themis_scf.txt-100-16 8 8-8 4 1-25 25 50-1,0.736000,0.736000,0.920000,0.000000,0.000000,0.000000,0.000000,54272.609000,0.000000,68943.107000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_fc_ring_switch.json-3d_fc_ring_switch_themis_scf.txt-100-8 16 8-7 4 1-25 25 50-1,0.736000,0.736000,0.920000,0.000000,0.000000,0.000000,0.000000,56071.816000,0.000000,75563.897000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_switch_switch_switch.json-4d_ring_switch_switch_switch_themis_scf.txt-100-4 4 8 8-2 8 4 1-125 25 25 50-1,0.736000,0.736000,0.920000,0.000000,0.000000,0.000000,0.000000,30255.576000,0.000000,35617.193000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_fc_ring_switch.json-4d_ring_fc_ring_switch_themis_scf.txt-100-4 8 4 8-2 7 6 1-187.5 25 25 100-1,0.736000,0.736000,0.920000,0.000000,0.000000,0.000000,0.000000,21524.073000,0.000000,26758.441000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
layer_256_4_conv1,DDL_themis-Resnet50_DataParallel.txt-2d_switch.json-2d_switch_themis_scf.txt-100-16 64-6 1-25 100-1,0.920000,0.383000,0.736000,0.000000,0.000000,0.000000,0.000000,78242.863000,0.000000,110980.125000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_homo.json-3d_switch_homo_themis_scf.txt-100-16 8 8-4 4 1-25 25 100-1,0.920000,0.383000,0.736000,0.000000,0.000000,0.000000,0.000000,62727.538000,0.000000,79998.355000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_hetero.json-3d_switch_hetero_themis_scf.txt-100-16 8 8-8 4 1-25 25 50-1,0.920000,0.383000,0.736000,0.000000,0.000000,0.000000,0.000000,54116.362000,0.000000,68943.107000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_fc_ring_switch.json-3d_fc_ring_switch_themis_scf.txt-100-8 16 8-7 4 1-25 25 50-1,0.920000,0.383000,0.736000,0.000000,0.000000,0.000000,0.000000,56015.851000,0.000000,75563.897000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_switch_switch_switch.json-4d_ring_switch_switch_switch_themis_scf.txt-100-4 4 8 8-2 8 4 1-125 25 25 50-1,0.920000,0.383000,0.736000,0.000000,0.000000,0.000000,0.000000,29934.881000,0.000000,35617.193000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_fc_ring_switch.json-4d_ring_fc_ring_switch_themis_scf.txt-100-4 8 4 8-2 7 6 1-187.5 25 25 100-1,0.920000,0.383000,0.736000,0.000000,0.000000,0.000000,0.000000,21516.238000,0.000000,26758.441000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
layer_256_4_conv2,DDL_themis-Resnet50_DataParallel.txt-2d_switch.json-2d_switch_themis_scf.txt-100-16 64-6 1-25 100-1,1.656000,0.716000,1.656000,0.000000,0.000000,0.000000,0.000000,84257.832000,0.000000,110980.125000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_homo.json-3d_switch_homo_themis_scf.txt-100-16 8 8-4 4 1-25 25 100-1,1.656000,0.716000,1.656000,0.000000,0.000000,0.000000,0.000000,65885.287000,0.000000,79998.355000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_hetero.json-3d_switch_hetero_themis_scf.txt-100-16 8 8-8 4 1-25 25 50-1,1.656000,0.716000,1.656000,0.000000,0.000000,0.000000,0.000000,56834.582000,0.000000,68943.107000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_fc_ring_switch.json-3d_fc_ring_switch_themis_scf.txt-100-8 16 8-7 4 1-25 25 50-1,1.656000,0.716000,1.656000,0.000000,0.000000,0.000000,0.000000,57147.405000,0.000000,75563.897000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_switch_switch_switch.json-4d_ring_switch_switch_switch_themis_scf.txt-100-4 4 8 8-2 8 4 1-125 25 25 50-1,1.656000,0.716000,1.656000,0.000000,0.000000,0.000000,0.000000,30957.580000,0.000000,35617.193000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_fc_ring_switch.json-4d_ring_fc_ring_switch_themis_scf.txt-100-4 8 4 8-2 7 6 1-187.5 25 25 100-1,1.656000,0.716000,1.656000,0.000000,0.000000,0.000000,0.000000,21947.631000,0.000000,26758.441000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
layer_256_4_conv3,DDL_themis-Resnet50_DataParallel.txt-2d_switch.json-2d_switch_themis_scf.txt-100-16 64-6 1-25 100-1,0.736000,0.736000,0.920000,0.000000,0.000000,0.000000,0.000000,77864.757000,0.000000,110980.125000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_homo.json-3d_switch_homo_themis_scf.txt-100-16 8 8-4 4 1-25 25 100-1,0.736000,0.736000,0.920000,0.000000,0.000000,0.000000,0.000000,62530.952000,0.000000,79998.355000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_hetero.json-3d_switch_hetero_themis_scf.txt-100-16 8 8-8 4 1-25 25 50-1,0.736000,0.736000,0.920000,0.000000,0.000000,0.000000,0.000000,53941.101000,0.000000,68943.107000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_fc_ring_switch.json-3d_fc_ring_switch_themis_scf.txt-100-8 16 8-7 4 1-25 25 50-1,0.736000,0.736000,0.920000,0.000000,0.000000,0.000000,0.000000,55991.013000,0.000000,75563.897000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_switch_switch_switch.json-4d_ring_switch_switch_switch_themis_scf.txt-100-4 4 8 8-2 8 4 1-125 25 25 50-1,0.736000,0.736000,0.920000,0.000000,0.000000,0.000000,0.000000,30256.147000,0.000000,35617.193000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_fc_ring_switch.json-4d_ring_fc_ring_switch_themis_scf.txt-100-4 8 4 8-2 7 6 1-187.5 25 25 100-1,0.736000,0.736000,0.920000,0.000000,0.000000,0.000000,0.000000,21510.878000,0.000000,26758.441000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
layer_256_5_conv1,DDL_themis-Resnet50_DataParallel.txt-2d_switch.json-2d_switch_themis_scf.txt-100-16 64-6 1-25 100-1,0.920000,0.383000,0.736000,0.000000,0.000000,0.000000,0.000000,77484.176000,0.000000,110980.125000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_homo.json-3d_switch_homo_themis_scf.txt-100-16 8 8-4 4 1-25 25 100-1,0.920000,0.383000,0.736000,0.000000,0.000000,0.000000,0.000000,62331.891000,0.000000,79998.355000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_hetero.json-3d_switch_hetero_themis_scf.txt-100-16 8 8-8 4 1-25 25 50-1,0.920000,0.383000,0.736000,0.000000,0.000000,0.000000,0.000000,53763.365000,0.000000,68943.107000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_fc_ring_switch.json-3d_fc_ring_switch_themis_scf.txt-100-8 16 8-7 4 1-25 25 50-1,0.920000,0.383000,0.736000,0.000000,0.000000,0.000000,0.000000,55963.700000,0.000000,75563.897000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_switch_switch_switch.json-4d_ring_switch_switch_switch_themis_scf.txt-100-4 4 8 8-2 8 4 1-125 25 25 50-1,0.920000,0.383000,0.736000,0.000000,0.000000,0.000000,0.000000,29815.026000,0.000000,35617.193000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_fc_ring_switch.json-4d_ring_fc_ring_switch_themis_scf.txt-100-4 8 4 8-2 7 6 1-187.5 25 25 100-1,0.920000,0.383000,0.736000,0.000000,0.000000,0.000000,0.000000,21503.043000,0.000000,26758.441000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
layer_256_5_conv2,DDL_themis-Resnet50_DataParallel.txt-2d_switch.json-2d_switch_themis_scf.txt-100-16 64-6 1-25 100-1,1.656000,0.716000,1.656000,0.000000,0.000000,0.000000,0.000000,83404.185000,0.000000,110980.125000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_homo.json-3d_switch_homo_themis_scf.txt-100-16 8 8-4 4 1-25 25 100-1,1.656000,0.716000,1.656000,0.000000,0.000000,0.000000,0.000000,65439.690000,0.000000,79998.355000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_hetero.json-3d_switch_hetero_themis_scf.txt-100-16 8 8-8 4 1-25 25 50-1,1.656000,0.716000,1.656000,0.000000,0.000000,0.000000,0.000000,56437.135000,0.000000,68943.107000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_fc_ring_switch.json-3d_fc_ring_switch_themis_scf.txt-100-8 16 8-7 4 1-25 25 50-1,1.656000,0.716000,1.656000,0.000000,0.000000,0.000000,0.000000,56991.528000,0.000000,75563.897000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_switch_switch_switch.json-4d_ring_switch_switch_switch_themis_scf.txt-100-4 4 8 8-2 8 4 1-125 25 25 50-1,1.656000,0.716000,1.656000,0.000000,0.000000,0.000000,0.000000,30818.449000,0.000000,35617.193000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
