,,fwd compute,wg compute,ig compute,fwd exposed comm,wg exposed comm,ig exposed comm,fwd total comm,wg total comm,ig total comm,workload finished at,total comp,total exposed comm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
layer_128_1_conv1,DDL_themis-Resnet50_DataParallel.txt-2d_switch.json-2d_switch_themis_scf.txt-100-16 64-6 1-25 100-1,0.948000,2.595000,0.915000,0.000000,0.000000,0.000000,0.000000,73832.516000,0.000000,110980.125000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_homo.json-3d_switch_homo_themis_scf.txt-100-16 8 8-4 4 1-25 25 100-1,0.948000,2.595000,0.915000,0.000000,0.000000,0.000000,0.000000,60382.597000,0.000000,79998.355000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_hetero.json-3d_switch_hetero_themis_scf.txt-100-16 8 8-8 4 1-25 25 50-1,0.948000,2.595000,0.915000,0.000000,0.000000,0.000000,0.000000,52088.373000,0.000000,68943.107000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_fc_ring_switch.json-3d_fc_ring_switch_themis_scf.txt-100-8 16 8-7 4 1-25 25 50-1,0.948000,2.595000,0.915000,0.000000,0.000000,0.000000,0.000000,55141.807000,0.000000,75563.897000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_switch_switch_switch.json-4d_ring_switch_switch_switch_themis_scf.txt-100-4 4 8 8-2 8 4 1-125 25 25 50-1,0.948000,2.595000,0.915000,0.000000,0.000000,0.000000,0.000000,29369.603000,0.000000,35617.193000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_fc_ring_switch.json-4d_ring_fc_ring_switch_themis_scf.txt-100-4 8 4 8-2 7 6 1-187.5 25 25 100-1,0.948000,2.595000,0.915000,0.000000,0.000000,0.000000,0.000000,21068.219000,0.000000,26758.441000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
layer_128_1_conv2,DDL_themis-Resnet50_DataParallel.txt-2d_switch.json-2d_switch_themis_scf.txt-100-16 64-6 1-25 100-1,1.684000,1.730000,1.518000,0.000000,0.000000,0.000000,0.000000,75907.903000,0.000000,110980.125000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_homo.json-3d_switch_homo_themis_scf.txt-100-16 8 8-4 4 1-25 25 100-1,1.684000,1.730000,1.518000,0.000000,0.000000,0.000000,0.000000,61474.180000,0.000000,79998.355000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_hetero.json-3d_switch_hetero_themis_scf.txt-100-16 8 8-8 4 1-25 25 50-1,1.684000,1.730000,1.518000,0.000000,0.000000,0.000000,0.000000,53027.124000,0.000000,68943.107000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_fc_ring_switch.json-3d_fc_ring_switch_themis_scf.txt-100-8 16 8-7 4 1-25 25 50-1,1.684000,1.730000,1.518000,0.000000,0.000000,0.000000,0.000000,55528.305000,0.000000,75563.897000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_switch_switch_switch.json-4d_ring_switch_switch_switch_themis_scf.txt-100-4 4 8 8-2 8 4 1-125 25 25 50-1,1.684000,1.730000,1.518000,0.000000,0.000000,0.000000,0.000000,29518.299000,0.000000,35617.193000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_fc_ring_switch.json-4d_ring_fc_ring_switch_themis_scf.txt-100-4 8 4 8-2 7 6 1-187.5 25 25 100-1,1.684000,1.730000,1.518000,0.000000,0.000000,0.000000,0.000000,21237.332000,0.000000,26758.441000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
layer_128_1_conv3,DDL_themis-Resnet50_DataParallel.txt-2d_switch.json-2d_switch_themis_scf.txt-100-16 64-6 1-25 100-1,0.607000,1.331000,0.673000,0.000000,0.000000,0.000000,0.000000,74651.958000,0.000000,110980.125000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_homo.json-3d_switch_homo_themis_scf.txt-100-16 8 8-4 4 1-25 25 100-1,0.607000,1.331000,0.673000,0.000000,0.000000,0.000000,0.000000,60808.101000,0.000000,79998.355000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_hetero.json-3d_switch_hetero_themis_scf.txt-100-16 8 8-8 4 1-25 25 50-1,0.607000,1.331000,0.673000,0.000000,0.000000,0.000000,0.000000,52469.935000,0.000000,68943.107000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_fc_ring_switch.json-3d_fc_ring_switch_themis_scf.txt-100-8 16 8-7 4 1-25 25 50-1,0.607000,1.331000,0.673000,0.000000,0.000000,0.000000,0.000000,55297.426000,0.000000,75563.897000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_switch_switch_switch.json-4d_ring_switch_switch_switch_themis_scf.txt-100-4 4 8 8-2 8 4 1-125 25 25 50-1,0.607000,1.331000,0.673000,0.000000,0.000000,0.000000,0.000000,29433.714000,0.000000,35617.193000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_fc_ring_switch.json-4d_ring_fc_ring_switch_themis_scf.txt-100-4 8 4 8-2 7 6 1-187.5 25 25 100-1,0.607000,1.331000,0.673000,0.000000,0.000000,0.000000,0.000000,21136.006000,0.000000,26758.441000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
layer_128_2_conv1,DDL_themis-Resnet50_DataParallel.txt-2d_switch.json-2d_switch_themis_scf.txt-100-16 64-6 1-25 100-1,0.673000,1.064000,0.607000,0.000000,0.000000,0.000000,0.000000,74656.190000,0.000000,110980.125000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_homo.json-3d_switch_homo_themis_scf.txt-100-16 8 8-4 4 1-25 25 100-1,0.673000,1.064000,0.607000,0.000000,0.000000,0.000000,0.000000,60759.749000,0.000000,79998.355000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_hetero.json-3d_switch_hetero_themis_scf.txt-100-16 8 8-8 4 1-25 25 50-1,0.673000,1.064000,0.607000,0.000000,0.000000,0.000000,0.000000,52421.401000,0.000000,68943.107000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_fc_ring_switch.json-3d_fc_ring_switch_themis_scf.txt-100-8 16 8-7 4 1-25 25 50-1,0.673000,1.064000,0.607000,0.000000,0.000000,0.000000,0.000000,55281.259000,0.000000,75563.897000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_switch_switch_switch.json-4d_ring_switch_switch_switch_themis_scf.txt-100-4 4 8 8-2 8 4 1-125 25 25 50-1,0.673000,1.064000,0.607000,0.000000,0.000000,0.000000,0.000000,29428.868000,0.000000,35617.193000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_fc_ring_switch.json-4d_ring_fc_ring_switch_themis_scf.txt-100-4 8 4 8-2 7 6 1-187.5 25 25 100-1,0.673000,1.064000,0.607000,0.000000,0.000000,0.000000,0.000000,21130.154000,0.000000,26758.441000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
layer_128_2_conv2,DDL_themis-Resnet50_DataParallel.txt-2d_switch.json-2d_switch_themis_scf.txt-100-16 64-6 1-25 100-1,1.684000,1.730000,1.518000,0.000000,0.000000,0.000000,0.000000,75699.792000,0.000000,110980.125000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_homo.json-3d_switch_homo_themis_scf.txt-100-16 8 8-4 4 1-25 25 100-1,1.684000,1.730000,1.518000,0.000000,0.000000,0.000000,0.000000,61368.339000,0.000000,79998.355000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_hetero.json-3d_switch_hetero_themis_scf.txt-100-16 8 8-8 4 1-25 25 50-1,1.684000,1.730000,1.518000,0.000000,0.000000,0.000000,0.000000,52937.237000,0.000000,68943.107000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_fc_ring_switch.json-3d_fc_ring_switch_themis_scf.txt-100-8 16 8-7 4 1-25 25 50-1,1.684000,1.730000,1.518000,0.000000,0.000000,0.000000,0.000000,55494.879000,0.000000,75563.897000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_switch_switch_switch.json-4d_ring_switch_switch_switch_themis_scf.txt-100-4 4 8 8-2 8 4 1-125 25 25 50-1,1.684000,1.730000,1.518000,0.000000,0.000000,0.000000,0.000000,29510.199000,0.000000,35617.193000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_fc_ring_switch.json-4d_ring_fc_ring_switch_themis_scf.txt-100-4 8 4 8-2 7 6 1-187.5 25 25 100-1,1.684000,1.730000,1.518000,0.000000,0.000000,0.000000,0.000000,21227.031000,0.000000,26758.441000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
layer_128_2_conv3,DDL_themis-Resnet50_DataParallel.txt-2d_switch.json-2d_switch_themis_scf.txt-100-16 64-6 1-25 100-1,0.607000,1.331000,0.673000,0.000000,0.000000,0.000000,0.000000,74670.857000,0.000000,110980.125000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_homo.json-3d_switch_homo_themis_scf.txt-100-16 8 8-4 4 1-25 25 100-1,0.607000,1.331000,0.673000,0.000000,0.000000,0.000000,0.000000,60821.722000,0.000000,79998.355000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_hetero.json-3d_switch_hetero_themis_scf.txt-100-16 8 8-8 4 1-25 25 50-1,0.607000,1.331000,0.673000,0.000000,0.000000,0.000000,0.000000,52473.266000,0.000000,68943.107000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_fc_ring_switch.json-3d_fc_ring_switch_themis_scf.txt-100-8 16 8-7 4 1-25 25 50-1,0.607000,1.331000,0.673000,0.000000,0.000000,0.000000,0.000000,55302.215000,0.000000,75563.897000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_switch_switch_switch.json-4d_ring_switch_switch_switch_themis_scf.txt-100-4 4 8 8-2 8 4 1-125 25 25 50-1,0.607000,1.331000,0.673000,0.000000,0.000000,0.000000,0.000000,29427.275000,0.000000,35617.193000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_fc_ring_switch.json-4d_ring_fc_ring_switch_themis_scf.txt-100-4 8 4 8-2 7 6 1-187.5 25 25 100-1,0.607000,1.331000,0.673000,0.000000,0.000000,0.000000,0.000000,21143.704000,0.000000,26758.441000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
layer_128_3_conv1,DDL_themis-Resnet50_DataParallel.txt-2d_switch.json-2d_switch_themis_scf.txt-100-16 64-6 1-25 100-1,0.673000,1.064000,0.607000,0.000000,0.000000,0.000000,0.000000,74675.089000,0.000000,110980.125000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_homo.json-3d_switch_homo_themis_scf.txt-100-16 8 8-4 4 1-25 25 100-1,0.673000,1.064000,0.607000,0.000000,0.000000,0.000000,0.000000,60672.990000,0.000000,79998.355000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_hetero.json-3d_switch_hetero_themis_scf.txt-100-16 8 8-8 4 1-25 25 50-1,0.673000,1.064000,0.607000,0.000000,0.000000,0.000000,0.000000,52343.777000,0.000000,68943.107000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_fc_ring_switch.json-3d_fc_ring_switch_themis_scf.txt-100-8 16 8-7 4 1-25 25 50-1,0.673000,1.064000,0.607000,0.000000,0.000000,0.000000,0.000000,55252.483000,0.000000,75563.897000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_switch_switch_switch.json-4d_ring_switch_switch_switch_themis_scf.txt-100-4 4 8 8-2 8 4 1-125 25 25 50-1,0.673000,1.064000,0.607000,0.000000,0.000000,0.000000,0.000000,29422.429000,0.000000,35617.193000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_fc_ring_switch.json-4d_ring_fc_ring_switch_themis_scf.txt-100-4 8 4 8-2 7 6 1-187.5 25 25 100-1,0.673000,1.064000,0.607000,0.000000,0.000000,0.000000,0.000000,21134.647000,0.000000,26758.441000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
layer_128_3_conv2,DDL_themis-Resnet50_DataParallel.txt-2d_switch.json-2d_switch_themis_scf.txt-100-16 64-6 1-25 100-1,1.684000,1.730000,1.518000,0.000000,0.000000,0.000000,0.000000,75491.681000,0.000000,110980.125000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_homo.json-3d_switch_homo_themis_scf.txt-100-16 8 8-4 4 1-25 25 100-1,1.684000,1.730000,1.518000,0.000000,0.000000,0.000000,0.000000,61262.498000,0.000000,79998.355000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_hetero.json-3d_switch_hetero_themis_scf.txt-100-16 8 8-8 4 1-25 25 50-1,1.684000,1.730000,1.518000,0.000000,0.000000,0.000000,0.000000,52847.350000,0.000000,68943.107000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_fc_ring_switch.json-3d_fc_ring_switch_themis_scf.txt-100-8 16 8-7 4 1-25 25 50-1,1.684000,1.730000,1.518000,0.000000,0.000000,0.000000,0.000000,55461.453000,0.000000,75563.897000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_switch_switch_switch.json-4d_ring_switch_switch_switch_themis_scf.txt-100-4 4 8 8-2 8 4 1-125 25 25 50-1,1.684000,1.730000,1.518000,0.000000,0.000000,0.000000,0.000000,29502.099000,0.000000,35617.193000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_fc_ring_switch.json-4d_ring_fc_ring_switch_themis_scf.txt-100-4 8 4 8-2 7 6 1-187.5 25 25 100-1,1.684000,1.730000,1.518000,0.000000,0.000000,0.000000,0.000000,21227.887000,0.000000,26758.441000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
layer_128_3_conv3,DDL_themis-Resnet50_DataParallel.txt-2d_switch.json-2d_switch_themis_scf.txt-100-16 64-6 1-25 100-1,0.607000,1.331000,0.673000,0.000000,0.000000,0.000000,0.000000,74675.392000,0.000000,110980.125000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_homo.json-3d_switch_homo_themis_scf.txt-100-16 8 8-4 4 1-25 25 100-1,0.607000,1.331000,0.673000,0.000000,0.000000,0.000000,0.000000,60831.997000,0.000000,79998.355000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_hetero.json-3d_switch_hetero_themis_scf.txt-100-16 8 8-8 4 1-25 25 50-1,0.607000,1.331000,0.673000,0.000000,0.000000,0.000000,0.000000,52476.597000,0.000000,68943.107000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_fc_ring_switch.json-3d_fc_ring_switch_themis_scf.txt-100-8 16 8-7 4 1-25 25 50-1,0.607000,1.331000,0.673000,0.000000,0.000000,0.000000,0.000000,55240.384000,0.000000,75563.897000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_switch_switch_switch.json-4d_ring_switch_switch_switch_themis_scf.txt-100-4 4 8 8-2 8 4 1-125 25 25 50-1,0.607000,1.331000,0.673000,0.000000,0.000000,0.000000,0.000000,29420.836000,0.000000,35617.193000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_fc_ring_switch.json-4d_ring_fc_ring_switch_themis_scf.txt-100-4 8 4 8-2 7 6 1-187.5 25 25 100-1,0.607000,1.331000,0.673000,0.000000,0.000000,0.000000,0.000000,21151.402000,0.000000,26758.441000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
layer_128_4_conv1,DDL_themis-Resnet50_DataParallel.txt-2d_switch.json-2d_switch_themis_scf.txt-100-16 64-6 1-25 100-1,0.673000,1.064000,0.607000,0.000000,0.000000,0.000000,0.000000,74203.218000,0.000000,110980.125000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_homo.json-3d_switch_homo_themis_scf.txt-100-16 8 8-4 4 1-25 25 100-1,0.673000,1.064000,0.607000,0.000000,0.000000,0.000000,0.000000,60837.181000,0.000000,79998.355000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_hetero.json-3d_switch_hetero_themis_scf.txt-100-16 8 8-8 4 1-25 25 50-1,0.673000,1.064000,0.607000,0.000000,0.000000,0.000000,0.000000,52271.550000,0.000000,68943.107000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_fc_ring_switch.json-3d_fc_ring_switch_themis_scf.txt-100-8 16 8-7 4 1-25 25 50-1,0.673000,1.064000,0.607000,0.000000,0.000000,0.000000,0.000000,55233.900000,0.000000,75563.897000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_switch_switch_switch.json-4d_ring_switch_switch_switch_themis_scf.txt-100-4 4 8 8-2 8 4 1-125 25 25 50-1,0.673000,1.064000,0.607000,0.000000,0.000000,0.000000,0.000000,29415.990000,0.000000,35617.193000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_fc_ring_switch.json-4d_ring_fc_ring_switch_themis_scf.txt-100-4 8 4 8-2 7 6 1-187.5 25 25 100-1,0.673000,1.064000,0.607000,0.000000,0.000000,0.000000,0.000000,21134.884000,0.000000,26758.441000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
layer_128_4_conv2,DDL_themis-Resnet50_DataParallel.txt-2d_switch.json-2d_switch_themis_scf.txt-100-16 64-6 1-25 100-1,1.684000,1.730000,1.518000,0.000000,0.000000,0.000000,0.000000,75283.570000,0.000000,110980.125000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_homo.json-3d_switch_homo_themis_scf.txt-100-16 8 8-4 4 1-25 25 100-1,1.684000,1.730000,1.518000,0.000000,0.000000,0.000000,0.000000,61156.657000,0.000000,79998.355000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_hetero.json-3d_switch_hetero_themis_scf.txt-100-16 8 8-8 4 1-25 25 50-1,1.684000,1.730000,1.518000,0.000000,0.000000,0.000000,0.000000,52761.497000,0.000000,68943.107000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_fc_ring_switch.json-3d_fc_ring_switch_themis_scf.txt-100-8 16 8-7 4 1-25 25 50-1,1.684000,1.730000,1.518000,0.000000,0.000000,0.000000,0.000000,55428.027000,0.000000,75563.897000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_switch_switch_switch.json-4d_ring_switch_switch_switch_themis_scf.txt-100-4 4 8 8-2 8 4 1-125 25 25 50-1,1.684000,1.730000,1.518000,0.000000,0.000000,0.000000,0.000000,29493.999000,0.000000,35617.193000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_fc_ring_switch.json-4d_ring_fc_ring_switch_themis_scf.txt-100-4 8 4 8-2 7 6 1-187.5 25 25 100-1,1.684000,1.730000,1.518000,0.000000,0.000000,0.000000,0.000000,21249.852000,0.000000,26758.441000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
layer_128_4_conv3,DDL_themis-Resnet50_DataParallel.txt-2d_switch.json-2d_switch_themis_scf.txt-100-16 64-6 1-25 100-1,0.817000,1.331000,0.673000,0.000000,0.000000,0.000000,0.000000,74112.549000,0.000000,110980.125000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_homo.json-3d_switch_homo_themis_scf.txt-100-16 8 8-4 4 1-25 25 100-1,0.817000,1.331000,0.673000,0.000000,0.000000,0.000000,0.000000,60845.618000,0.000000,79998.355000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_hetero.json-3d_switch_hetero_themis_scf.txt-100-16 8 8-8 4 1-25 25 50-1,0.817000,1.331000,0.673000,0.000000,0.000000,0.000000,0.000000,52479.928000,0.000000,68943.107000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_fc_ring_switch.json-3d_fc_ring_switch_themis_scf.txt-100-8 16 8-7 4 1-25 25 50-1,0.817000,1.331000,0.673000,0.000000,0.000000,0.000000,0.000000,55314.163000,0.000000,75563.897000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_switch_switch_switch.json-4d_ring_switch_switch_switch_themis_scf.txt-100-4 4 8 8-2 8 4 1-125 25 25 50-1,0.817000,1.331000,0.673000,0.000000,0.000000,0.000000,0.000000,29414.397000,0.000000,35617.193000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_fc_ring_switch.json-4d_ring_fc_ring_switch_themis_scf.txt-100-4 8 4 8-2 7 6 1-187.5 25 25 100-1,0.817000,1.331000,0.673000,0.000000,0.000000,0.000000,0.000000,21159.100000,0.000000,26758.441000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
layer_256_1_conv4,DDL_themis-Resnet50_DataParallel.txt-2d_switch.json-2d_switch_themis_scf.txt-100-16 64-6 1-25 100-1,1.472000,1.002000,1.472000,0.000000,0.000000,0.000000,0.000000,81661.540000,0.000000,110980.125000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_homo.json-3d_switch_homo_themis_scf.txt-100-16 8 8-4 4 1-25 25 100-1,1.472000,1.002000,1.472000,0.000000,0.000000,0.000000,0.000000,64513.145000,0.000000,79998.355000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_hetero.json-3d_switch_hetero_themis_scf.txt-100-16 8 8-8 4 1-25 25 50-1,1.472000,1.002000,1.472000,0.000000,0.000000,0.000000,0.000000,55639.098000,0.000000,68943.107000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_fc_ring_switch.json-3d_fc_ring_switch_themis_scf.txt-100-8 16 8-7 4 1-25 25 50-1,1.472000,1.002000,1.472000,0.000000,0.000000,0.000000,0.000000,56644.423000,0.000000,75563.897000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_switch_switch_switch.json-4d_ring_switch_switch_switch_themis_scf.txt-100-4 4 8 8-2 8 4 1-125 25 25 50-1,1.472000,1.002000,1.472000,0.000000,0.000000,0.000000,0.000000,30504.836000,0.000000,35617.193000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_fc_ring_switch.json-4d_ring_fc_ring_switch_themis_scf.txt-100-4 8 4 8-2 7 6 1-187.5 25 25 100-1,1.472000,1.002000,1.472000,0.000000,0.000000,0.000000,0.000000,21721.609000,0.000000,26758.441000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
layer_256_1_conv1,DDL_themis-Resnet50_DataParallel.txt-2d_switch.json-2d_switch_themis_scf.txt-100-16 64-6 1-25 100-1,0.920000,1.064000,0.817000,0.000000,0.000000,0.000000,0.000000,74884.145000,0.000000,110980.125000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_homo.json-3d_switch_homo_themis_scf.txt-100-16 8 8-4 4 1-25 25 100-1,0.920000,1.064000,0.817000,0.000000,0.000000,0.000000,0.000000,60950.402000,0.000000,79998.355000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_hetero.json-3d_switch_hetero_themis_scf.txt-100-16 8 8-8 4 1-25 25 50-1,0.920000,1.064000,0.817000,0.000000,0.000000,0.000000,0.000000,52581.334000,0.000000,68943.107000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
